web-scraper-order,web-scraper-start-url,Url,Url-href,Nama,Usaha Utama,Produk Utama,Alamat,Nama Badan Hukum,Jumlah Tenaga Kerja,Sistem Penjualan,Target Pasar Utama (Produk Masal),Target Pasar Utama (Produk Spesifik),Tingkat Pesaing Usaha,Total Aset,Penjualan Rata-Rata per Tahun,Proyeksi Pertumbuhan Penjualan (/tahun),Kebutuhan Pembiayaan Kredit,Nilai Aset yang dapat menjadi jaminan kredit,Jumlah Dokumen Persyaratan Kredit
"1622314509-4149","https://www.bi.go.id/bisaid","Gula Yasirin","https://www.bi.go.id/bisaid/bisaid/Detail?pm=qMt6WAiCYAJzw8LDJewqyQ==&mp=5JdvraNzQnzSzI+hC9alEQ==","Gula Yasirin","Usaha Utama  : Gula Aren","Produk Utama : Gula","Rigangan 1 RT/RW  00/00 

                                        Kelurahan - Kecamatan KELAM TENGAH Kabupaten KABUPATEN KAUR Provinsi BENGKULU 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 216,00 Juta","Rp. 72,00 Juta","- %/Tahun","Rp. 4,00 Juta","Rp. 212,50 Juta","5"
"1622316979-4932","https://www.bi.go.id/bisaid","Tahu Desa","https://www.bi.go.id/bisaid/bisaid/Detail?pm=Yt8TD8luLPP3nJ0rLmnEww==&mp=2BbfzMJpZb2nANZ3GT30ng==","Tahu Desa","Usaha Utama  : Pabrik Tahu","Produk Utama : Tahu","Basuki Rahmad RT/RW  40550 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN KEDIRI Provinsi JAWA TIMUR 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   70,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   30,00 %","Sedang","Rp. 56,70 Juta","Rp. 97,20 Juta","20 %/Tahun","Rp. 10,00 Juta","Rp. 56,00 Juta","6"
"1622317555-5109","https://www.bi.go.id/bisaid","Fetty","https://www.bi.go.id/bisaid/bisaid/Detail?pm=eFXIVOGG53lb6nwCz5g4WA==&mp=fOhzApotY5QnAtxxXvjAfA==","Fetty","Usaha Utama  : Manik","Produk Utama : Taplak Meja","Jl Hos Cokro Aminoto RT/RW  26/ 

                                        Kelurahan - Kecamatan - Kabupaten KOTA SAMARINDA Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 15.375.000,00 Juta","Rp. 43.400.000,00 Juta","10 %/Tahun","Rp. 5,00 Juta","Rp. 8,00 Juta","3"
"1622314374-4107","https://www.bi.go.id/bisaid","Aulia Pot","https://www.bi.go.id/bisaid/bisaid/Detail?pm=+snC8Q+8Ljl1RF68uBOH8g==&mp=5JdvraNzQnzSzI+hC9alEQ==","Aulia Pot","Usaha Utama  : Pembuatan Pot","Produk Utama : Pot","Provinsi RT/RW  10/ 

                                        Kelurahan WARU Kecamatan WARU Kabupaten KABUPATEN PENAJAM PASER UTARA Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","2","Retail","Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tinggi","Rp. 334,00 Juta","Rp. 5,00 Juta","- %/Tahun","Rp. 9,50 Juta","Rp. 275,00 Juta","4"
"1622317012-4943","https://www.bi.go.id/bisaid","Penjahit Al Fath","https://www.bi.go.id/bisaid/bisaid/Detail?pm=C+qHnyAWiVUirNt74HVQWQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Penjahit Al Fath","Usaha Utama  : Pembuatan Pakaian","Produk Utama : Seragam Sekolah","Manggala RAya No. 40 RT/RW  A/6 

                                        Kelurahan - Kecamatan - Kabupaten KOTA MAKASSAR Provinsi SULAWESI SELATAN 

                                        Telp : - Fax : -","Perorangan","15","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   20,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   80,00 %","Rendah","Rp. 36,70 Juta","Rp. 90,00 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 150,00 Juta","4"
"1622317194-4998","https://www.bi.go.id/bisaid","Usaha Bosara Dg Jaro","https://www.bi.go.id/bisaid/bisaid/Detail?pm=uOJ3p2WzfG1pKtQNigztlA==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Usaha Bosara Dg Jaro","Usaha Utama  : Pembuatan Bosara","Produk Utama : Bosara","- RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN GOWA Provinsi SULAWESI SELATAN 

                                        Telp : - Fax : -","Perorangan","5","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   50,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   50,00 %","Tinggi","Rp. 31,31 Juta","Rp. 799,70 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 15,00 Juta","4"
"1622314648-4197","https://www.bi.go.id/bisaid","Eskimo Es Lilin","https://www.bi.go.id/bisaid/bisaid/Detail?pm=kfRarniw+uGSWZn7zJ4l9Q==&mp=xI6rAeQkygTAn3Z625IGLg==","Eskimo Es Lilin","Usaha Utama  : Es Kimo","Produk Utama : Es Lilin","Sukarno Hatta Km 2 Gang Budi RT/RW  01/ 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Memenuhi Order Dari Distributor/Eksportir/Trader   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 31,70 Juta","Rp. 63,90 Juta","- %/Tahun","Rp. 10,00 Juta","Rp. 4,00 Juta","3"
"1622315337-4417","https://www.bi.go.id/bisaid","Cuwo jaya Gypsum","https://www.bi.go.id/bisaid/bisaid/Detail?pm=K+Ye7w+EPEVqidmMLFdutg==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Cuwo jaya Gypsum","Usaha Utama  : Pembuatan Gypsum","Produk Utama : Gypsum","Jombang raya No.108E RT/RW  40579 

                                        Kelurahan - Kecamatan - Kabupaten KOTA TANGERANG Provinsi BANTEN 

                                        Telp : - Fax : -","Perorangan","10","Retail","Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Sedang","Rp. 47,00 Juta","Rp. 125,00 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 100,00 Juta","5"
"1622315991-4618","https://www.bi.go.id/bisaid","Tembakau HS/Suharmi","https://www.bi.go.id/bisaid/bisaid/Detail?pm=bq6D0D8b/rUOIujktBMTwQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Tembakau HS/Suharmi","Usaha Utama  : Pengolahan Tembakau","Produk Utama : Tembakau","Salatiga-Magelang Km11 RT/RW  40695 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN SEMARANG Provinsi JAWA TENGAH 

                                        Telp : - Fax : -","Perorangan","6","Distributor","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 792,50 Juta","Rp. 0,00 Juta","0 %/Tahun","Rp. 0,00 Juta","Rp. 537,00 Juta","6"
"1622316686-4841","https://www.bi.go.id/bisaid","-","https://www.bi.go.id/bisaid/bisaid/Detail?pm=X7JKfg+l40nDFhe4sa11KQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==","-","Usaha Utama  : Produksi Nata De Coco","Produk Utama : Nata De Coco","Dusun Pahauran RT/RW  1/6/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN CIAMIS Provinsi JAWA BARAT 

                                        Telp : 81220931570 Fax : -","Perorangan","3","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 37,99 Juta","Rp. 97,60 Juta","30 %/Tahun","Rp. 0,00 Juta","Rp. 30,00 Juta","7"
"1622314402-4116","https://www.bi.go.id/bisaid","Batu Bata Parno","https://www.bi.go.id/bisaid/bisaid/Detail?pm=+OW+C0WBELjFLBI3fPVslQ==&mp=5JdvraNzQnzSzI+hC9alEQ==","Batu Bata Parno","Usaha Utama  : Batu Bata","Produk Utama : Batu Bata","Bandara RT/RW  / 

                                        Kelurahan - Kecamatan RIMBO TENGAH Kabupaten KABUPATEN BUNGO Provinsi JAMBI 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 22,00 Juta","Rp. 240,00 Juta","- %/Tahun","Rp. 9,00 Juta","Rp. 8,00 Juta","4"
"1622314657-4200","https://www.bi.go.id/bisaid","Produksi Es Batu","https://www.bi.go.id/bisaid/bisaid/Detail?pm=GTPSdJ+KDM3iExY+QgPikQ==&mp=xI6rAeQkygTAn3Z625IGLg==","Produksi Es Batu","Usaha Utama  : Produksi Es Batu","Produk Utama : Es Batu","Pantai Rindam No 20 RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Tidak Ada   0,00 %","Memenuhi Order Dari Distributor/Eksportir/Trader   100,00 %","Rendah","Rp. 39,45 Juta","Rp. 24,00 Juta","- %/Tahun","Rp. 5,00 Juta","Rp. 5,00 Juta","3"
"1622317099-4970","https://www.bi.go.id/bisaid","Keripik Tepe Sari Dele","https://www.bi.go.id/bisaid/bisaid/Detail?pm=gtPa+faMOeWgC9Omrikcng==&mp=fOhzApotY5QnAtxxXvjAfA==","Keripik Tepe Sari Dele","Usaha Utama  : Industri Keripik Tempe","Produk Utama : Keripik Tempe Dele","Kakap RT/RW  5/3/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN CILACAP Provinsi JAWA TENGAH 

                                        Telp : 81542631625 Fax : -","Perorangan","7","Retail dan Distributor","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   80,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   20,00 %","Sedang","Rp. 140,00 Juta","Rp. 236,00 Juta","10 %/Tahun","Rp. 5,00 Juta","Rp. 120,00 Juta","3"
"1622316565-4802","https://www.bi.go.id/bisaid","Aries Donuts","https://www.bi.go.id/bisaid/bisaid/Detail?pm=1h//0EkPIwZ3XvLCLMsomw==&mp=LhrIHvxx5uWPOvZTrS6CKw==","","Usaha Utama  :","Produk Utama :","RT/RW   

                                        Kelurahan  Kecamatan  Kabupaten  Provinsi  

                                        Telp :  Fax :","","","","0,00 %","0,00 %","","Rp. 0,00 Juta","Rp. 0,00 Juta","%/Tahun","Rp. 0,00 Juta","Rp. 0,00 Juta",""
"1622315348-4421","https://www.bi.go.id/bisaid","B. Dua","https://www.bi.go.id/bisaid/bisaid/Detail?pm=wUXk+wOw0KvPG93eoTO6WQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","B. Dua","Usaha Utama  : Kerajinan Tangan","Produk Utama : Pot Bunga, Patung. Ukiran","Siliwangi RT/RW  3/4/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN MANOKWARI Provinsi PAPUA BARAT 

                                        Telp : - Fax : -","Perorangan","6","Retail dan Distributor","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   70,00 %","Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   30,00 %","Rendah","Rp. 213,00 Juta","Rp. 825,00 Juta","20 %/Tahun","Rp. 0,00 Juta","Rp. 46,00 Juta","3"
"1622315829-4568","https://www.bi.go.id/bisaid","Bulan Purnama","https://www.bi.go.id/bisaid/bisaid/Detail?pm=PyLn6y7/W3i/qmOSFRVajQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Bulan Purnama","Usaha Utama  : Pembuatan Kerupuk Rambak","Produk Utama : Kerupuk Rambak","Dusun Takan Kidul RT/RW  40579 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN SEMARANG Provinsi JAWA TENGAH 

                                        Telp : - Fax : -","Perorangan","3","Retail dan Distributor","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   30,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   70,00 %","Sedang","Rp. 91,00 Juta","Rp. 18,00 Juta","10 %/Tahun","Rp. 5,00 Juta","Rp. 78,00 Juta","4"
"1622316092-4651","https://www.bi.go.id/bisaid","Altani Colection","https://www.bi.go.id/bisaid/bisaid/Detail?pm=Snhp+ExeIW81RpXQcRSXMw==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Altani Colection","Usaha Utama  : Pembuatan tas","Produk Utama : Tas","Kabel RT/RW  40884 

                                        Kelurahan - Kecamatan - Kabupaten KOTA JAKARTA TIMUR Provinsi DKI JAKARTA 

                                        Telp : - Fax : -","Perorangan","5","Distributor","Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Rendah","Rp. 29,80 Juta","Rp. 18,75 Juta","15 %/Tahun","Rp. 10,00 Juta","Rp. 2,00 Juta","3"
"1622317443-5072","https://www.bi.go.id/bisaid","IRFAN KERANG","https://www.bi.go.id/bisaid/bisaid/Detail?pm=XXMlvT3olhRQ1Yz7LyAZyQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==","IRFAN KERANG","Usaha Utama  : PENGOLAHAN KERANG","Produk Utama : KERANG REBUS","M.T. HARYONO LINK IV RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KOTA TANJUNG BALAI Provinsi SUMATERA UTARA 

                                        Telp : - Fax : -","Perorangan","2","Retail","Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Sedang","Rp. 88,75 Juta","Rp. 60,90 Juta","5 %/Tahun","Rp. 9,00 Juta","Rp. 60,00 Juta","6"
"1622315677-4520","https://www.bi.go.id/bisaid","Meubel Kayu Agil","https://www.bi.go.id/bisaid/bisaid/Detail?pm=54MlhT6PDQd3+ereob8dLA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Meubel Kayu Agil","Usaha Utama  : Meubel Kayu","Produk Utama : Pintu, Jendela, Lemari 2 Pintu","H. Rahman RT/RW  6/2/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA KENDARI Provinsi SULAWESI TENGGARA 

                                        Telp : - Fax : -","Perorangan","1","Distributor","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 49,60 Juta","Rp. 89,40 Juta","20 %/Tahun","Rp. 10,00 Juta","Rp. 68,00 Juta","5"
"1622317470-5081","https://www.bi.go.id/bisaid","Asep Irmawan","https://www.bi.go.id/bisaid/bisaid/Detail?pm=ZWIRBINSAZjdT1XPyyRdAg==&mp=JHuIBacQ7Iz+a8xx8lclUA==","Asep Irmawan","Usaha Utama  : Percetakan","Produk Utama : Kartu Undangan - Brosur","Kresek,kampung Kadaung RT/RW  40544 

                                        Kelurahan - Kecamatan - Kabupaten KOTA TANGERANG Provinsi BANTEN 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Rendah","Rp. 17,00 Juta","Rp. 116,40 Juta","20 %/Tahun","Rp. 10,00 Juta","Rp. 38,00 Juta","4"
"1622317026-4947","https://www.bi.go.id/bisaid","Bengkel Las Riska","https://www.bi.go.id/bisaid/bisaid/Detail?pm=q1e6Gr2dAftBdoue4hCr+A==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Bengkel Las Riska","Usaha Utama  : Pembuatan Pagar dan Teralis","Produk Utama : Pagar dan Teralis","Jenderal Sudirman RT/RW  40635 

                                        Kelurahan - Kecamatan - Kabupaten KOTA PRABUMULIH Provinsi SUMATERA SELATAN 

                                        Telp : - Fax : -","Perorangan","1","Retail","Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Sedang","Rp. 320,00 Juta","Rp. 37,00 Juta","10 %/Tahun","Rp. 0,00 Juta","Rp. 14,00 Juta","10"
"1622315594-4497","https://www.bi.go.id/bisaid","Suradi Leadher dan Lamp","https://www.bi.go.id/bisaid/bisaid/Detail?pm=Nd/gRHlbZ8ZUMPaqXb/j0g==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Suradi Leadher dan Lamp","Usaha Utama  : Pembuatan Kap lampu","Produk Utama : Kap lampu","Imogiri Timur Jalinan/ Dk Karangasem RT/RW  11689 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BANTUL Provinsi DI YOGYAKARTA 

                                        Telp : - Fax : -","Perorangan","22","Retail dan Distributor","Tidak Ada   0,00 %","Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   100,00 %","Tinggi","Rp. 725,00 Juta","Rp. 1.552,50 Juta","25 %/Tahun","Rp. 0,00 Juta","Rp. 300,00 Juta","0"
"1622316761-4864","https://www.bi.go.id/bisaid","Husin Nawi","https://www.bi.go.id/bisaid/bisaid/Detail?pm=bQmdAWqVob8kFrfR5XTjeA==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Husin Nawi","Usaha Utama  : Pembuatan Tempe","Produk Utama : Tempe","Kawat 4 No. 332 RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KOTA MEDAN Provinsi SUMATERA UTARA 

                                        Telp : - Fax : -","Perorangan","3","Distributor","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 427,00 Juta","Rp. 1.760,00 Juta","16 %/Tahun","Rp. 10,00 Juta","Rp. 483,00 Juta","6"
"1622317495-5089","https://www.bi.go.id/bisaid","TOKO H.AHMAD","https://www.bi.go.id/bisaid/bisaid/Detail?pm=QI2V3/7TwEFChC0VVhMQOg==&mp=Bjv3m4lcInn46OWc4jy6kQ==","TOKO H.AHMAD","Usaha Utama  : PERABOT DAPUR","Produk Utama : DANDANG LANGSENG KELAKAT","RAYA SERANG RT/RW  4/4/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA SERANG Provinsi BANTEN 

                                        Telp : - Fax : -","Perorangan","6","Retail","Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Sedang","Rp. 6,50 Juta","Rp. 90,00 Juta","30 %/Tahun","Rp. 5,00 Juta","Rp. 75,00 Juta","3"
"1622315645-4511","https://www.bi.go.id/bisaid","Mutihar Bata","https://www.bi.go.id/bisaid/bisaid/Detail?pm=y5vaByYtE5M9iT6N5zMm3Q==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Mutihar Bata","Usaha Utama  : Bata","Produk Utama : Bata","Jatirenggo RT/RW  1/5/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PRINGSEWU Provinsi LAMPUNG 

                                        Telp : 85769738479 Fax : -","Perorangan","3","Distributor","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 85,00 Juta","Rp. 48,40 Juta","20 %/Tahun","Rp. 10,00 Juta","Rp. 75,00 Juta","5"
"1622316187-4681","https://www.bi.go.id/bisaid","Podo Joyo","https://www.bi.go.id/bisaid/bisaid/Detail?pm=fxyblJk4Cd5ZQ4+54g93Cw==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Podo Joyo","Usaha Utama  : Pembuatan Furniture","Produk Utama : Meubel","Sadang RT/RW  40758 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN SIDOARJO Provinsi JAWA TENGAH 

                                        Telp : - Fax : -","Usaha Dagang (UD)","7","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %","Sedang","Rp. 167,37 Juta","Rp. 134,00 Juta","10 %/Tahun","Rp. 0,00 Juta","Rp. 150,00 Juta","5"
"1622315918-4596","https://www.bi.go.id/bisaid","Roti Paino","https://www.bi.go.id/bisaid/bisaid/Detail?pm=jfo4b3mnAfttZn6JP8n3ug==&mp=Bjv3m4lcInn46OWc4jy6kQ==","Roti Paino","Usaha Utama  : Pembuatan Roti","Produk Utama : Roti Pisang","Gandanan RT/RW  11/3/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BOYOLALI Provinsi JAWA TENGAH 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Tinggi","Rp. 16.800.000,00 Juta","Rp. 363,00 Juta","10 %/Tahun","Rp. 1,00 Juta","Rp. 0,00 Juta","3"
"1622314941-4295","https://www.bi.go.id/bisaid","Usaha Loster","https://www.bi.go.id/bisaid/bisaid/Detail?pm=yKOR2nRM+1c9nI14/tepaA==&mp=fOhzApotY5QnAtxxXvjAfA==","Usaha Loster","Usaha Utama  : Produksi Loster","Produk Utama : Loster","Dukuh Setro RT/RW  17/03 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN JEPARA Provinsi JAWA TENGAH 

                                        Telp : - Fax : -","Perorangan","5","Distributor","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   90,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   10,00 %","Rendah","Rp. 69,00 Juta","Rp. 90,00 Juta","15 %/Tahun","Rp. 9,00 Juta","Rp. 58,00 Juta","6"
"1622314731-4225","https://www.bi.go.id/bisaid","Arum Saban","https://www.bi.go.id/bisaid/bisaid/Detail?pm=iNjvS6NFqtM5OYBIpOr0AQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Arum Saban","Usaha Utama  : Pembuatan Rambak Cakar","Produk Utama : Rambak Cakar","Wirosaban UH 6/642 RT/RW  55/14 

                                        Kelurahan - Kecamatan - Kabupaten KOTA YOGYAKARTA Provinsi DI YOGYAKARTA 

                                        Telp : - Fax : -","Perorangan","6","Retail dan Distributor","Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Rendah","Rp. 25,10 Juta","Rp. 25,92 Juta","85 %/Tahun","Rp. 5,00 Juta","Rp. 6,00 Juta","7"
"1622317433-5069","https://www.bi.go.id/bisaid","Warung Ngalim","https://www.bi.go.id/bisaid/bisaid/Detail?pm=/XDuQSeFftu9YE3d9FZzrA==&mp=xI6rAeQkygTAn3Z625IGLg==","Warung Ngalim","Usaha Utama  : Warung Ngalim","Produk Utama : Rujak Gorengan","- RT/RW  14/ 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PENAJAM PASER UTARA Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 16,75 Juta","Rp. 162,00 Juta","- %/Tahun","Rp. 5,00 Juta","Rp. 7,00 Juta","3"
"1622316608-4816","https://www.bi.go.id/bisaid","Pembuatan tempe","https://www.bi.go.id/bisaid/bisaid/Detail?pm=8ToshY9cGVQR1yfY1g5nEQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Pembuatan tempe","Usaha Utama  : Pembuatan Tempe","Produk Utama : Tempe","Pendidikan I Dusun XII RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN DELI SERDANG Provinsi SUMATERA UTARA 

                                        Telp : - Fax : -","Perorangan","3","Retail dan Distributor","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 114,32 Juta","Rp. 355,00 Juta","25 %/Tahun","Rp. 10,00 Juta","Rp. 125,00 Juta","5"
"1622315544-4481","https://www.bi.go.id/bisaid","Dagang Kerupuk Ibu Hanim","https://www.bi.go.id/bisaid/bisaid/Detail?pm=7Cuw+x++nvzyHLWpiIsl0w==&mp=2BbfzMJpZb2nANZ3GT30ng==","Dagang Kerupuk Ibu Hanim","Usaha Utama  : Kemplang","Produk Utama : Kemplang","Jalan Dr.Setia Budi Lr.Satria RT/RW  40697 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN OGAN KOMERING ULU Provinsi SUMATERA SELATAN 

                                        Telp : - Fax : -","Perorangan","4","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   45,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   55,00 %","Sedang","Rp. 53,00 Juta","Rp. 216,00 Juta","20 %/Tahun","Rp. 2,00 Juta","Rp. 50,00 Juta","5"
